partner_iso,partner_name,agreement,year,hs2,hs2_description,hs_section,hs_section_description,agri_flag,total_exports,total_exports_excl_special_processing,mfn_zero_exports,mfn_non_zero_exports,fta_zero_exports,fta_non_zero_exports,special_processing_exports,unknown_exports,pref_eligible_exports,pref_usage_exports,pur_percent,tariff_free_percent
NI,Nicaragua,Central America,2022,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10,"Paper, printed products",Non-AGRI,74191,74191,69599,4593,0,0,0,0,4593,0,0,93.8
NI,Nicaragua,Central America,2022,55,Man-made staple fibres,11,Textiles & textile articles,Non-AGRI,4,4,0,4,0,0,0,0,4,0,0,0
NI,Nicaragua,Central America,2022,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles & textile articles,Non-AGRI,1761,1761,1761,0,0,0,0,0,0,0,NA,100
NI,Nicaragua,Central America,2022,60,Fabrics; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,70279,70279,0,70279,0,0,0,0,70279,0,0,0
NI,Nicaragua,Central America,2022,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,534,534,0,534,0,0,0,0,534,0,0,0
NI,Nicaragua,Central America,2022,62,Apparel and clothing accessories; not knitted or crocheted,11,Textiles & textile articles,Non-AGRI,608,608,0,608,0,0,0,0,608,0,0,0
NI,Nicaragua,Central America,2022,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",11,Textiles & textile articles,Non-AGRI,50844,50844,1342,49501,0,0,0,0,49501,0,0,2.6
NI,Nicaragua,Central America,2022,64,Footwear; gaiters and the like; parts of such articles,12,"Footwear, headgear",Non-AGRI,33007,33007,0,33007,0,0,0,0,33007,0,0,0
NI,Nicaragua,Central America,2022,65,Headgear and parts thereof,12,"Footwear, headgear",Non-AGRI,98,98,0,98,0,0,0,0,98,0,0,0
NI,Nicaragua,Central America,2022,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,33511,33511,0,33511,0,0,0,0,33511,0,0,0
NI,Nicaragua,Central America,2022,69,Ceramic products,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,2192,2192,0,2192,0,0,0,0,2192,0,0,0
NI,Nicaragua,Central America,2022,70,Glass and glassware,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,8985,8985,6612,1918,454,0,0,0,2373,454,19.2,78.6
NI,Nicaragua,Central America,2022,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,77,77,0,77,0,0,0,0,77,0,0,0
NI,Nicaragua,Central America,2022,72,Iron and steel,15,Base metals & articles thereof,Non-AGRI,80428,80428,22043,58385,0,0,0,0,58385,0,0,27.4
NI,Nicaragua,Central America,2022,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,153144,153144,62666,90478,0,0,0,0,90478,0,0,40.9
NI,Nicaragua,Central America,2022,74,Copper and articles thereof,15,Base metals & articles thereof,Non-AGRI,1752,1752,1752,0,0,0,0,0,0,0,NA,100
NI,Nicaragua,Central America,2022,76,Aluminium and articles thereof,15,Base metals & articles thereof,Non-AGRI,3186,3186,1245,1941,0,0,0,0,1941,0,0,39.1
NI,Nicaragua,Central America,2022,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15,Base metals & articles thereof,Non-AGRI,82318,82318,77039,5279,0,0,0,0,5279,0,0,93.6
NI,Nicaragua,Central America,2022,83,Metal; miscellaneous products of base metal,15,Base metals & articles thereof,Non-AGRI,8018,8018,1217,6801,0,0,0,0,6801,0,0,15.2
NI,Nicaragua,Central America,2022,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,1898107,1898107,1805996,90720,1391,0,0,0,92111,1391,1.5,95.2
NI,Nicaragua,Central America,2022,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,441635,441635,294285,147350,0,0,0,0,147350,0,0,66.6
NI,Nicaragua,Central America,2022,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,1412304,1412304,1076451,335813,40,0,0,0,335852,40,0,76.2
NI,Nicaragua,Central America,2022,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,489507,489507,485951,3556,0,0,0,0,3556,0,0,99.3
NI,Nicaragua,Central America,2022,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,29091,29091,0,29091,0,0,0,0,29091,0,0,0
NI,Nicaragua,Central America,2022,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous manufactures,Non-AGRI,972,972,0,972,0,0,0,0,972,0,0,0
NI,Nicaragua,Central America,2022,96,Miscellaneous manufactured articles,20,Miscellaneous manufactures,Non-AGRI,788,788,1,788,0,0,0,0,788,0,0,0.1
NL,Netherlands,EU-TCA,2022,01,Animals; live,1,Animals & animal products,AGRI,49928814,49282072,3632452,2338101,42809531,0,646742,501988,45147632,42809531,94.8,95.2
NL,Netherlands,EU-TCA,2022,02,Meat and edible meat offal,1,Animals & animal products,AGRI,81378239,81378239,6521726,152205,40759197,0,0,33945111,40911402,40759197,99.6,99.7
NL,Netherlands,EU-TCA,2022,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,Animals & animal products,AGRI,93380452,93380452,12852613,3555813,75420236,0,0,1551789,78976049,75420236,95.5,96.1
NL,Netherlands,EU-TCA,2022,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,Animals & animal products,AGRI,178135592,178135442,397957,1152195,107585713,0,150,68999577,108737907,107585713,98.9,98.9
NL,Netherlands,EU-TCA,2022,05,Animal originated products; not elsewhere specified or included,1,Animals & animal products,AGRI,28974911,28974911,28847838,1748,101,0,0,125223,1849,101,5.4,100
NL,Netherlands,EU-TCA,2022,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2,Vegetable products,AGRI,25240085,25240060,18866,471618,24362675,0,26,386901,24834293,24362675,98.1,98.1
NL,Netherlands,EU-TCA,2022,07,Vegetables and certain roots and tubers; edible,2,Vegetable products,AGRI,50986314,50978698,10812745,759455,39243958,0,7617,162539,40003414,39243958,98.1,98.5
NL,Netherlands,EU-TCA,2022,08,"Fruit and nuts, edible; peel of citrus fruit or melons",2,Vegetable products,AGRI,2418272,2418272,526911,740580,1097595,0,0,53187,1838174,1097595,59.7,68.7
NL,Netherlands,EU-TCA,2022,09,"Coffee, tea, mate and spices",2,Vegetable products,AGRI,38514334,38514334,9568415,749393,27904962,0,0,291563,28654356,27904962,97.4,98
NL,Netherlands,EU-TCA,2022,10,Cereals,2,Vegetable products,AGRI,133201137,133201137,616289,154250,132239694,0,0,190904,132393944,132239694,99.9,99.9
NL,Netherlands,EU-TCA,2022,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2,Vegetable products,AGRI,19172074,19170119,0,3109383,16017679,0,1954,43057,19127062,16017679,83.7,83.7
NL,Netherlands,EU-TCA,2022,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",2,Vegetable products,AGRI,21556850,21556850,17292079,2785905,1021625,0,0,457241,3807530,1021625,26.8,86.8
NL,Netherlands,EU-TCA,2022,13,"Lac; gums, resins and other vegetable saps and extracts",2,Vegetable products,AGRI,3722052,3718202,3671971,10716,28319,0,3849,7197,39035,28319,72.5,99.7
NL,Netherlands,EU-TCA,2022,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2,Vegetable products,AGRI,68164,68164,61946,0,0,0,0,6218,0,0,NA,100
NL,Netherlands,EU-TCA,2022,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",3,Fats and oil,AGRI,280077948,249378087,18002626,1799089,214904579,0,30699861,14671793,216703668,214904579,99.2,99.2
NL,Netherlands,EU-TCA,2022,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",4,Prepared food and beverages,AGRI,8078092,8078011,46,757717,6538679,0,80,781570,7296395,6538679,89.6,89.6
NL,Netherlands,EU-TCA,2022,17,Sugars and sugar confectionery,4,Prepared food and beverages,AGRI,26819465,26811746,2026428,7306825,17436611,0,7719,41882,24743436,17436611,70.5,72.7
NL,Netherlands,EU-TCA,2022,18,Cocoa and cocoa preparations,4,Prepared food and beverages,AGRI,135782439,135782439,66337,7144037,128493543,0,0,78522,135637580,128493543,94.7,94.7
NL,Netherlands,EU-TCA,2022,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4,Prepared food and beverages,AGRI,116398206,116393187,679,8847836,105748309,0,5019,1796363,114596145,105748309,92.3,92.3
NL,Netherlands,EU-TCA,2022,20,"Preparations of vegetables, fruit, nuts or other parts of plants",4,Prepared food and beverages,AGRI,40625704,40307676,613074,3714578,35638229,0,318028,341795,39352807,35638229,90.6,90.7
NL,Netherlands,EU-TCA,2022,21,Miscellaneous edible preparations,4,Prepared food and beverages,AGRI,274862687,274032721,694005,12979633,259838382,0,829966,520701,272818015,259838382,95.2,95.3
NL,Netherlands,EU-TCA,2022,22,"Beverages, spirits and vinegar",4,Prepared food and beverages,AGRI,364545415,364175323,265297954,7680874,90606659,0,370092,589836,98287532,90606659,92.2,97.9
NL,Netherlands,EU-TCA,2022,23,"Food industries, residues and wastes thereof; prepared animal fodder",4,Prepared food and beverages,AGRI,78015933,77993559,18341460,1198458,50497658,0,22374,7955984,51696116,50497658,97.7,98.3
NL,Netherlands,EU-TCA,2022,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",4,Prepared food and beverages,AGRI,4010551,4010551,30,644073,3362162,0,0,4287,4006234,3362162,83.9,83.9
NL,Netherlands,EU-TCA,2022,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5,Mineral products,Non-AGRI,58397122,58385901,55061634,490993,2063664,0,11221,769610,2554657,2063664,80.8,99.1
NL,Netherlands,EU-TCA,2022,26,"Ores, slag and ash",5,Mineral products,Non-AGRI,23578230,23578230,23299695,0,0,0,0,278536,0,0,NA,100
NL,Netherlands,EU-TCA,2022,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5,Mineral products,Non-AGRI,9289256670,9167512370,6404660468,16030127,2736030600,0,121744300,10791175,2752060727,2736030600,99.4,99.8
NL,Netherlands,EU-TCA,2022,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",6,Chemical products,Non-AGRI,393729559,393703433,20451834,2924670,370099266,0,26126,227663,373023936,370099266,99.2,99.3
NL,Netherlands,EU-TCA,2022,29,Organic chemicals,6,Chemical products,Non-AGRI,733151604,722286016,276342053,11797611,431629060,0,10865588,2517292,443426671,431629060,97.3,98.4
NL,Netherlands,EU-TCA,2022,30,Pharmaceutical products,6,Chemical products,Non-AGRI,853750549,853750549,794808946,0,0,0,0,58941603,0,0,NA,100
NL,Netherlands,EU-TCA,2022,31,Fertilizers,6,Chemical products,Non-AGRI,17423348,17423348,5256881,109616,11994430,0,0,62421,12104046,11994430,99.1,99.4
NL,Netherlands,EU-TCA,2022,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",6,Chemical products,Non-AGRI,454393373,454389537,140498477,9492055,304127138,0,3836,271868,313619193,304127138,97,97.9
NL,Netherlands,EU-TCA,2022,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",6,Chemical products,Non-AGRI,380829265,380606781,314420764,14269166,51490259,0,222485,426592,65759425,51490259,78.3,96.2
NL,Netherlands,EU-TCA,2022,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",6,Chemical products,Non-AGRI,109307745,108777792,21109150,12858559,74686833,0,529952,123249,87545393,74686833,85.3,88.2
NL,Netherlands,EU-TCA,2022,35,Albuminoidal substances; modified starches; glues; enzymes,6,Chemical products,Non-AGRI,28081361,28011752,361236,1686583,25055990,0,69610,907943,26742572,25055990,93.7,93.8
NL,Netherlands,EU-TCA,2022,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,6,Chemical products,Non-AGRI,11854106,11854106,2762,6435952,5414052,0,0,1340,11850004,5414052,45.7,45.7
NL,Netherlands,EU-TCA,2022,37,Photographic or cinematographic goods,6,Chemical products,Non-AGRI,5731387,5731387,4705192,501805,507626,0,0,16764,1009431,507626,50.3,91.2
NL,Netherlands,EU-TCA,2022,38,Chemical products n.e.c.,6,Chemical products,Non-AGRI,922842009,891565942,91608186,41126792,758330432,0,31276067,500532,799457224,758330432,94.9,95.4
NL,Netherlands,EU-TCA,2022,39,Plastics and articles thereof,7,Plastics & rubber,Non-AGRI,1188312725,1186434840,13669023,92186181,1073237686,0,1877885,7341949,1165423867,1073237686,92.1,92.2
NL,Netherlands,EU-TCA,2022,40,Rubber and articles thereof,7,Plastics & rubber,Non-AGRI,82042917,81607123,13610639,18370298,48242837,0,435794,1383349,66613135,48242837,72.4,77.1
NL,Netherlands,EU-TCA,2022,41,Raw hides and skins (other than furskins) and leather,8,Leather & hides,Non-AGRI,2391685,2349450,1677167,241121,429880,0,42235,1283,671001,429880,64.1,89.7
NL,Netherlands,EU-TCA,2022,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",8,Leather & hides,Non-AGRI,34203101,34202804,0,22631267,7030666,0,297,4540871,29661933,7030666,23.7,23.7
NL,Netherlands,EU-TCA,2022,43,Furskins and artificial fur; manufactures thereof,8,Leather & hides,Non-AGRI,136648,136648,1245,127966,7223,0,0,214,135189,7223,5.3,6.2
NL,Netherlands,EU-TCA,2022,44,Wood and articles of wood; wood charcoal,9,Wood & wood products,Non-AGRI,64938454,64928814,16396019,2464028,45220804,0,9639,847963,47684832,45220804,94.8,96.2
NL,Netherlands,EU-TCA,2022,45,Cork and articles of cork,9,Wood & wood products,Non-AGRI,199752,199752,11425,86616,100824,0,0,886,187440,100824,53.8,56.4
NL,Netherlands,EU-TCA,2022,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",9,Wood & wood products,Non-AGRI,181911,181911,29,134240,42706,0,0,4936,176946,42706,24.1,24.1
NL,Netherlands,EU-TCA,2022,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,10,"Paper, printed products",Non-AGRI,86724337,86724337,84562251,0,0,0,0,2162086,0,0,NA,100
NL,Netherlands,EU-TCA,2022,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",10,"Paper, printed products",Non-AGRI,226611717,226611137,224525572,0,0,0,580,2085565,0,0,NA,100
NL,Netherlands,EU-TCA,2022,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10,"Paper, printed products",Non-AGRI,174520502,174482524,174431729,0,0,0,37978,50794,0,0,NA,100
NL,Netherlands,EU-TCA,2022,50,Silk,11,Textiles & textile articles,Non-AGRI,182141,182141,5786,149229,27093,0,0,32,176323,27093,15.4,18.1
NL,Netherlands,EU-TCA,2022,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",11,Textiles & textile articles,Non-AGRI,7355136,7355083,220369,1056354,6075682,0,54,2678,7132035,6075682,85.2,85.6
NL,Netherlands,EU-TCA,2022,52,Cotton,11,Textiles & textile articles,Non-AGRI,3231631,3231631,197084,1786110,1239375,0,0,9062,3025485,1239375,41,44.6
NL,Netherlands,EU-TCA,2022,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,11,Textiles & textile articles,Non-AGRI,3788216,3788216,25759,2670289,1091646,0,0,522,3761935,1091646,29,29.5
NL,Netherlands,EU-TCA,2022,54,Man-made filaments; strip and the like of man-made textile materials,11,Textiles & textile articles,Non-AGRI,6111126,6111126,29945,1138259,4910638,0,0,32284,6048897,4910638,81.2,81.3
NL,Netherlands,EU-TCA,2022,55,Man-made staple fibres,11,Textiles & textile articles,Non-AGRI,3867560,3867560,96680,646973,3094330,0,0,29576,3741303,3094330,82.7,83.1
NL,Netherlands,EU-TCA,2022,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11,Textiles & textile articles,Non-AGRI,20564767,20564767,227629,1859797,18382405,0,0,94937,20242202,18382405,90.8,90.9
NL,Netherlands,EU-TCA,2022,57,Carpets and other textile floor coverings,11,Textiles & textile articles,Non-AGRI,60987836,60987836,0,1378083,39183648,0,0,20426105,40561731,39183648,96.6,96.6
NL,Netherlands,EU-TCA,2022,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11,Textiles & textile articles,Non-AGRI,5442314,5442314,20448,3167216,2252409,0,0,2241,5419625,2252409,41.6,41.8
NL,Netherlands,EU-TCA,2022,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11,Textiles & textile articles,Non-AGRI,29640675,29640675,24467,5345511,24248377,0,0,22319,29593889,24248377,81.9,82
NL,Netherlands,EU-TCA,2022,60,Fabrics; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,2622537,2622537,0,217339,2394452,0,0,10746,2611791,2394452,91.7,91.7
NL,Netherlands,EU-TCA,2022,61,Apparel and clothing accessories; knitted or crocheted,11,Textiles & textile articles,Non-AGRI,75964030,75964030,0,59369235,16181237,0,0,413558,75550472,16181237,21.4,21.4
NL,Netherlands,EU-TCA,2022,62,Apparel and clothing accessories; not knitted or crocheted,11,Textiles & textile articles,Non-AGRI,107379492,107379492,0,87813155,19013042,0,0,553294,106826198,19013042,17.8,17.8
NL,Netherlands,EU-TCA,2022,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",11,Textiles & textile articles,Non-AGRI,43367725,43273779,1543958,11527942,29228270,0,93946,973610,40756211,29228270,71.7,72.7
NL,Netherlands,EU-TCA,2022,64,Footwear; gaiters and the like; parts of such articles,12,"Footwear, headgear",Non-AGRI,49280779,49280779,0,40527797,8561450,0,0,191533,49089247,8561450,17.4,17.4
NL,Netherlands,EU-TCA,2022,65,Headgear and parts thereof,12,"Footwear, headgear",Non-AGRI,4553545,4553545,214732,2497490,1811071,0,0,30251,4308561,1811071,42,44.8
NL,Netherlands,EU-TCA,2022,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",12,"Footwear, headgear",Non-AGRI,350521,350521,0,279123,67595,0,0,3803,346718,67595,19.5,19.5
NL,Netherlands,EU-TCA,2022,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",12,"Footwear, headgear",Non-AGRI,1049002,1049002,0,849174,188456,0,0,11372,1037630,188456,18.2,18.2
NL,Netherlands,EU-TCA,2022,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,40413297,40413297,35775890,1050059,2965458,0,0,621891,4015517,2965458,73.8,97.4
NL,Netherlands,EU-TCA,2022,69,Ceramic products,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,37470417,37470417,248256,4824426,32340317,0,0,57417,37164743,32340317,87,87.1
NL,Netherlands,EU-TCA,2022,70,Glass and glassware,13,"Articles of stone, plaster, cement, asbestos",Non-AGRI,41926238,41822675,3837675,5092884,32779677,0,103563,112439,37872561,32779677,86.6,87.8
NL,Netherlands,EU-TCA,2022,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",14,"Pearls, (semi-)precious stones & metals",Non-AGRI,253512522,253512522,20917062,19575429,212977447,0,0,42584,232552876,212977447,91.6,92.3
NL,Netherlands,EU-TCA,2022,72,Iron and steel,15,Base metals & articles thereof,Non-AGRI,800685463,767460465,627924964,264022,138848510,0,33224997,422969,139112532,138848510,99.8,100
NL,Netherlands,EU-TCA,2022,73,Iron or steel articles,15,Base metals & articles thereof,Non-AGRI,261603543,257786784,122293737,34225386,99942457,0,3816759,1325204,134167844,99942457,74.5,86.7
NL,Netherlands,EU-TCA,2022,74,Copper and articles thereof,15,Base metals & articles thereof,Non-AGRI,51865442,51865442,39546200,3135601,9087918,0,0,95724,12223519,9087918,74.3,93.9
NL,Netherlands,EU-TCA,2022,75,Nickel and articles thereof,15,Base metals & articles thereof,Non-AGRI,40146964,39983545,38008865,984671,980288,0,163419,9721,1964959,980288,49.9,97.5
NL,Netherlands,EU-TCA,2022,76,Aluminium and articles thereof,15,Base metals & articles thereof,Non-AGRI,226423921,225552348,29529482,5802192,189933278,0,871573,287396,195735471,189933278,97,97.4
NL,Netherlands,EU-TCA,2022,78,Lead and articles thereof,15,Base metals & articles thereof,Non-AGRI,9794005,9794005,1016295,38912,8730095,0,0,8704,8769007,8730095,99.6,99.6
NL,Netherlands,EU-TCA,2022,79,Zinc and articles thereof,15,Base metals & articles thereof,Non-AGRI,1196950,1196950,120784,92197,966187,0,0,17782,1058384,966187,91.3,92.2
NL,Netherlands,EU-TCA,2022,80,Tin; articles thereof,15,Base metals & articles thereof,Non-AGRI,232482,232482,232113,0,0,0,0,369,0,0,NA,100
NL,Netherlands,EU-TCA,2022,81,"Metals; n.e.c., cermets and articles thereof",15,Base metals & articles thereof,Non-AGRI,15549853,15438201,12158292,1116544,2161085,0,111653,2279,3277630,2161085,65.9,92.8
NL,Netherlands,EU-TCA,2022,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15,Base metals & articles thereof,Non-AGRI,31165134,30975979,109028,12877183,17870926,0,189155,118842,30748109,17870926,58.1,58.3
NL,Netherlands,EU-TCA,2022,83,Metal; miscellaneous products of base metal,15,Base metals & articles thereof,Non-AGRI,102891958,101020445,1360515,6472041,93056324,0,1871513,131565,99528365,93056324,93.5,93.6
NL,Netherlands,EU-TCA,2022,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16,Machinery & mechanical appliances,Non-AGRI,2164759414,2023644920,937342643,282794098,713159293,0,141114494,90348885,995953392,713159293,71.6,85.4
NL,Netherlands,EU-TCA,2022,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16,Machinery & mechanical appliances,Non-AGRI,889687529,866037374,513114480,104600133,210957151,0,23650155,37365610,315557283,210957151,66.9,87.4
NL,Netherlands,EU-TCA,2022,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",17,Transportation equipment,Non-AGRI,7908639,7850292,6746091,404778,687056,0,58347,12366,1091834,687056,62.9,94.8
NL,Netherlands,EU-TCA,2022,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17,Transportation equipment,Non-AGRI,1355955010,1304266060,88255834,114532994,1100465773,0,51688950,1011459,1214998767,1100465773,90.6,91.2
NL,Netherlands,EU-TCA,2022,88,"Aircraft, spacecraft, and parts thereof",17,Transportation equipment,Non-AGRI,187631429,182503284,174112990,2805749,5415141,0,5128145,169404,8220890,5415141,65.9,98.5
NL,Netherlands,EU-TCA,2022,89,"Ships, boats and floating structures",17,Transportation equipment,Non-AGRI,35275875,33990723,17692708,2038018,14238935,0,1285153,21062,16276953,14238935,87.5,94
NL,Netherlands,EU-TCA,2022,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",18,"Instruments - measuring, musical",Non-AGRI,865591847,861675199,786430609,35255078,17820026,0,3916648,22169487,53075104,17820026,33.6,95.8
NL,Netherlands,EU-TCA,2022,91,Clocks and watches and parts thereof,18,"Instruments - measuring, musical",Non-AGRI,2572224,2572224,27326,2146986,376086,0,0,21826,2523072,376086,14.9,15.8
NL,Netherlands,EU-TCA,2022,92,Musical instruments; parts and accessories of such articles,18,"Instruments - measuring, musical",Non-AGRI,3520031,3376973,0,2406897,955610,0,143057,14466,3362507,955610,28.4,28.4
NL,Netherlands,EU-TCA,2022,93,Arms and ammunition; parts and accessories thereof,19,Arms & ammunition,Non-AGRI,11654954,11652042,158778,2900168,8589230,0,2912,3866,11489398,8589230,74.8,75.1
NL,Netherlands,EU-TCA,2022,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",20,Miscellaneous manufactures,Non-AGRI,151532095,151330967,56172443,20995278,73664356,0,201128,498890,94659634,73664356,77.8,86.1
NL,Netherlands,EU-TCA,2022,95,"Toys, games and sports requisites; parts and accessories thereof",20,Miscellaneous manufactures,Non-AGRI,77431713,77431713,17867647,44238686,15249017,0,0,76364,59487703,15249017,25.6,42.8
NL,Netherlands,EU-TCA,2022,96,Miscellaneous manufactured articles,20,Miscellaneous manufactures,Non-AGRI,13103542,13092803,1792503,6018964,5215169,0,10739,66167,11234133,5215169,46.4,53.8
NL,Netherlands,EU-TCA,2022,97,Works of art; collectors' pieces and antiques,21,Works of art,Non-AGRI,36383974,36088374,36087919,0,0,0,295600,454,0,0,NA,100
NL,Netherlands,EU-TCA,2022,99,Commodities not specified according to kind,99,Special combined codes,Non-AGRI,2027797,2027797,0,0,0,0,0,2027797,0,0,NA,0
NO,Norway,Iceland-Norway,2022,01,Animals; live,1,Animals & animal products,AGRI,2179138,1744525,185484,913848,645193,0,434613,0,1432813,645193,45,47.6
NO,Norway,Iceland-Norway,2022,02,Meat and edible meat offal,1,Animals & animal products,AGRI,1225359,27722,0,27722,0,0,1197637,0,0,0,NA,0
NO,Norway,Iceland-Norway,2022,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,Animals & animal products,AGRI,137992369,137987008,137987008,0,0,0,5361,0,0,0,NA,100
NO,Norway,Iceland-Norway,2022,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,Animals & animal products,AGRI,2252692,343507,0,343507,0,0,1909185,0,0,0,NA,0
NO,Norway,Iceland-Norway,2022,05,Animal originated products; not elsewhere specified or included,1,Animals & animal products,AGRI,382835,381807,375044,6634,129,0,1028,0,6763,129,1.9,98.3
NO,Norway,Iceland-Norway,2022,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",2,Vegetable products,AGRI,449684,449646,446217,3429,0,0,37,0,3429,0,0,99.2
NO,Norway,Iceland-Norway,2022,07,Vegetables and certain roots and tubers; edible,2,Vegetable products,AGRI,21958979,5251531,3211979,2039553,0,0,16707447,0,51939,0,0,61.2
NO,Norway,Iceland-Norway,2022,08,"Fruit and nuts, edible; peel of citrus fruit or melons",2,Vegetable products,AGRI,73856,73817,49184,24634,0,0,39,0,671,0,0,66.6
NO,Norway,Iceland-Norway,2022,09,"Coffee, tea, mate and spices",2,Vegetable products,AGRI,5370793,5368730,5368730,0,0,0,2063,0,0,0,NA,100
NO,Norway,Iceland-Norway,2022,10,Cereals,2,Vegetable products,AGRI,2228915,13538,6583,6955,0,0,2215377,0,368,0,0,48.6
NO,Norway,Iceland-Norway,2022,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",2,Vegetable products,AGRI,38728344,37458107,37380419,77688,0,0,1270237,0,0,0,NA,99.8
